trip_id,destination,trip_duration_days,total_budget_inr,group_size,primary_interest,secondary_interest,accommodation_preference,travel_season,destination_cost_tier,is_first_time,transport_mode,has_special_occasion,has_health_conditions,accommodation_budget_pct,food_dining_budget_pct,activities_attractions_budget_pct,local_transport_budget_pct,shopping_misc_budget_pct,contingency_budget_pct
T07389,Varanasi,4,14093,9,Food,Adventure,Budget,Peak,Tier-2,True,Own-vehicle,False,False,27.3,24.0,24.9,8.9,7.3,7.6
T07390,Rishikesh,30,7008,1,Heritage,Spiritual,Luxury,Off-season,Tier-3,True,Train,False,False,31.5,20.5,22.4,8.4,8.7,8.5
T07391,Hyderabad,16,43164,7,Food,Cultural,Alternative,Moderate,Tier-2,True,Bus,True,False,25.3,27.0,21.8,9.0,8.6,8.3
T07392,Goa,7,46488,9,Cultural,Adventure,Mid-range,Peak,Tier-1,False,Bus,False,False,36.6,19.1,21.1,8.5,7.7,7.0
T07393,Goa,3,10244,2,Adventure,Cultural,Budget,Moderate,Tier-1,False,Flight,False,False,30.0,19.6,28.2,7.5,7.2,7.5
T07394,Pune,25,11360,3,Adventure,Beach,Budget,Peak,Tier-2,False,Own-vehicle,False,False,29.4,19.2,28.3,8.0,7.3,7.8
T07395,Himachal Pradesh,12,7851,6,Adventure,Beach,Budget,Moderate,Tier-3,False,Train,False,True,20.6,20.8,35.3,8.2,7.2,7.9
T07396,Jaipur,11,23240,2,Spiritual,Heritage,Budget,Moderate,Tier-1,False,Flight,False,False,31.6,18.8,26.0,8.6,8.2,6.8
T07397,Goa,2,70933,8,Food,Cultural,Mid-range,Moderate,Tier-1,False,Flight,True,False,32.0,24.1,18.6,9.1,7.5,8.7
T07398,Pune,8,39394,3,Cultural,Beach,Mid-range,Moderate,Tier-2,False,Flight,False,False,30.6,21.8,22.6,9.0,8.2,7.8
T07399,Mumbai,5,8680,4,Food,Adventure,Luxury,Peak,Tier-1,True,Own-vehicle,False,False,41.4,20.7,16.0,6.9,7.0,8.0
T07400,Rishikesh,26,30752,10,Heritage,Adventure,Mid-range,Moderate,Tier-3,False,Bus,False,False,24.8,21.5,27.7,10.0,8.1,7.9
T07401,Delhi,13,9177,2,Heritage,Cultural,Mid-range,Peak,Tier-1,True,Train,True,False,38.9,18.7,19.5,7.9,7.6,7.4
T07402,Rajasthan (non-GT),7,33944,5,Spiritual,Heritage,Luxury,Off-season,Tier-3,True,Flight,False,False,29.3,20.2,22.3,11.2,9.7,7.3
T07403,Mumbai,16,40187,5,Spiritual,Cultural,Mid-range,Off-season,Tier-1,True,Flight,True,False,32.0,19.4,21.9,9.9,8.6,8.2
T07404,Kolkata,4,5000,7,Beach,Cultural,Luxury,Moderate,Tier-2,True,Bus,False,False,33.7,20.5,19.9,9.6,8.0,8.3
T07405,Bangalore,16,28797,6,Spiritual,Food,Mid-range,Moderate,Tier-1,False,Bus,False,False,33.5,20.8,20.3,9.4,8.0,8.0
T07406,Udaipur,8,22271,10,Beach,Food,Budget,Moderate,Tier-2,True,Own-vehicle,False,False,22.8,24.7,29.5,8.5,7.6,6.9
T07407,Bangalore,29,10594,1,Beach,Heritage,Alternative,Peak,Tier-1,False,Train,True,False,36.6,19.2,21.5,7.7,8.1,6.9
T07408,Himachal Pradesh,14,52565,9,Beach,Heritage,Mid-range,Peak,Tier-3,True,Train,True,False,31.5,20.7,22.2,9.2,7.9,8.5
T07409,Mumbai,3,25976,8,Food,Heritage,Mid-range,Moderate,Tier-1,False,Train,False,False,33.1,23.6,18.9,8.9,7.6,7.9
T07410,Bangalore,15,22277,3,Heritage,Cultural,Budget,Off-season,Tier-1,True,Flight,False,False,28.0,20.1,28.9,8.2,7.4,7.4
T07411,Agra,3,21946,6,Spiritual,Cultural,Mid-range,Off-season,Tier-2,True,Train,True,False,26.0,20.5,24.7,11.6,8.9,8.3
T07412,Delhi,18,27641,3,Spiritual,Cultural,Budget,Peak,Tier-1,True,Train,False,False,36.3,17.9,22.6,7.5,7.7,8.0
T07413,Kolkata,24,28058,3,Spiritual,Beach,Alternative,Off-season,Tier-2,False,Train,True,False,24.7,20.5,27.3,9.2,9.7,8.6
T07414,Rishikesh,26,26083,5,Heritage,Food,Mid-range,Moderate,Tier-3,False,Flight,False,False,24.5,24.9,23.9,10.0,8.9,7.8
T07415,Kerala,2,22195,9,Heritage,Adventure,Budget,Off-season,Tier-3,False,Train,False,False,20.4,21.5,34.2,8.9,7.3,7.7
T07416,Mumbai,29,47677,6,Adventure,Beach,Budget,Peak,Tier-1,True,Bus,False,True,32.9,18.5,26.0,7.9,6.8,7.9
T07417,Mumbai,29,23566,4,Beach,Food,Luxury,Moderate,Tier-1,True,Own-vehicle,False,False,38.6,20.6,18.3,7.6,8.1,6.8
T07418,Hyderabad,11,69090,9,Heritage,Beach,Budget,Peak,Tier-2,True,Bus,True,False,28.4,20.4,27.8,8.7,7.7,7.0
T07419,Pune,15,10887,8,Heritage,Spiritual,Luxury,Moderate,Tier-2,False,Train,False,False,34.5,19.7,20.0,9.8,7.6,8.4
T07420,Rajasthan (non-GT),20,11654,5,Cultural,Spiritual,Alternative,Peak,Tier-3,False,Bus,False,False,30.1,20.1,22.7,9.7,8.7,8.7
T07421,Mumbai,29,52987,6,Spiritual,Cultural,Budget,Peak,Tier-2,False,Flight,False,True,29.9,19.1,25.4,9.6,7.8,8.2
T07422,Lucknow,5,46368,9,Cultural,Food,Mid-range,Moderate,Tier-2,False,Own-vehicle,False,False,28.2,24.5,21.4,9.6,8.1,8.2
T07423,Agra,17,18661,2,Food,Spiritual,Luxury,Peak,Tier-2,False,Own-vehicle,False,False,39.2,22.6,16.2,8.8,7.4,5.8
T07424,Northeast India,24,44266,4,Food,Spiritual,Mid-range,Moderate,Tier-3,False,Own-vehicle,False,False,27.3,26.9,20.6,8.4,8.5,8.3
T07425,Rishikesh,28,31606,5,Food,Cultural,Mid-range,Peak,Tier-3,False,Bus,False,False,30.3,25.4,19.9,8.8,7.7,7.9
T07426,Pune,21,10612,7,Food,Adventure,Budget,Peak,Tier-2,True,Train,False,False,27.8,24.5,23.7,9.0,7.3,7.7
T07427,Himachal Pradesh,10,49232,10,Adventure,Food,Budget,Peak,Tier-3,False,Train,False,False,26.1,23.3,27.6,8.6,7.3,7.1
T07428,Mumbai,30,28939,2,Heritage,Beach,Mid-range,Peak,Tier-2,False,Flight,False,False,36.1,19.8,21.5,8.2,8.1,6.3
T07429,Mumbai,8,21122,2,Beach,Cultural,Mid-range,Peak,Tier-1,False,Bus,False,False,39.9,19.0,20.0,7.6,7.5,6.0
T07430,Himachal Pradesh,12,12882,6,Spiritual,Heritage,Mid-range,Moderate,Tier-3,False,Flight,False,False,25.7,20.2,24.8,11.5,9.4,8.4
T07431,Hyderabad,24,23593,4,Cultural,Beach,Luxury,Peak,Tier-2,True,Flight,True,False,41.3,18.1,17.6,7.9,7.2,7.9
T07432,Jaipur,7,12699,3,Spiritual,Adventure,Mid-range,Peak,Tier-1,False,Flight,False,False,38.9,17.8,19.5,8.0,8.2,7.6
T07433,Agra,21,5074,5,Food,Beach,Mid-range,Off-season,Tier-2,False,Flight,False,False,24.1,28.8,21.9,9.6,8.8,6.8
T07434,Udaipur,13,13686,8,Beach,Cultural,Mid-range,Moderate,Tier-2,True,Own-vehicle,False,False,27.7,21.6,23.2,10.0,8.7,8.8
T07435,Northeast India,6,21428,9,Cultural,Heritage,Mid-range,Peak,Tier-3,True,Train,False,False,32.0,20.9,22.2,9.8,7.9,7.2
T07436,Udaipur,3,29204,7,Heritage,Cultural,Mid-range,Peak,Tier-2,True,Train,False,False,34.7,20.1,20.1,9.1,8.1,7.9
T07437,Mumbai,19,29386,1,Cultural,Spiritual,Budget,Off-season,Tier-1,False,Flight,False,True,28.2,19.4,28.2,8.8,8.3,7.1
T07438,Bangalore,4,64590,3,Cultural,Adventure,Budget,Peak,Tier-1,False,Train,False,False,35.1,18.9,23.9,7.5,7.8,6.8
T07439,Agra,10,33109,2,Adventure,Spiritual,Mid-range,Peak,Tier-2,True,Train,False,False,36.4,19.2,21.2,7.8,8.8,6.6
T07440,Rishikesh,14,16361,10,Heritage,Food,Budget,Moderate,Tier-3,True,Flight,False,False,20.4,25.6,29.0,9.0,8.1,7.9
T07441,Mumbai,22,210793,8,Food,Beach,Budget,Peak,Tier-1,False,Flight,False,False,33.2,21.9,22.4,7.7,7.1,7.7
T07442,Jaipur,16,51561,1,Beach,Adventure,Budget,Off-season,Tier-1,False,Train,False,False,27.6,20.6,29.8,7.7,7.4,6.9
T07443,Himachal Pradesh,6,32063,10,Adventure,Food,Mid-range,Off-season,Tier-3,True,Flight,False,False,21.3,25.1,28.3,9.5,8.1,7.7
T07444,Kolkata,15,14354,8,Beach,Adventure,Mid-range,Off-season,Tier-2,True,Train,False,False,24.8,22.0,26.6,10.1,8.4,8.1
T07445,Kolkata,29,33223,7,Beach,Spiritual,Luxury,Moderate,Tier-2,False,Flight,False,False,34.8,19.5,19.7,10.2,8.0,7.8
T07446,Himachal Pradesh,2,10838,5,Adventure,Heritage,Mid-range,Off-season,Tier-3,False,Flight,False,False,21.7,22.6,29.8,9.7,8.3,7.9
T07447,Bangalore,17,71668,4,Adventure,Beach,Alternative,Moderate,Tier-1,True,Flight,False,False,31.2,19.6,25.8,7.7,7.9,7.8
T07448,Rajasthan (non-GT),3,10643,3,Heritage,Adventure,Mid-range,Moderate,Tier-3,False,Train,False,False,26.2,21.7,26.7,8.7,8.3,8.4
T07449,Udaipur,8,7455,8,Adventure,Heritage,Budget,Off-season,Tier-2,False,Flight,False,False,20.6,21.6,33.7,9.4,8.0,6.7
T07450,Himachal Pradesh,14,17784,10,Adventure,Cultural,Luxury,Moderate,Tier-3,False,Flight,False,False,30.9,20.7,22.6,9.6,8.3,7.9
T07451,Agra,6,36367,4,Heritage,Spiritual,Budget,Peak,Tier-2,True,Own-vehicle,False,False,30.9,19.0,26.6,8.5,8.2,6.8
T07452,Rishikesh,26,36603,6,Food,Heritage,Luxury,Off-season,Tier-3,False,Flight,False,False,27.7,27.3,20.1,9.9,7.8,7.2
T07453,Himachal Pradesh,20,31588,10,Food,Beach,Luxury,Off-season,Tier-3,False,Train,False,False,27.6,27.1,19.9,9.9,8.4,7.1
T07454,Rishikesh,4,35978,3,Adventure,Beach,Luxury,Peak,Tier-3,False,Own-vehicle,False,False,37.0,19.3,20.7,7.7,7.4,7.9
T07455,Goa,29,19665,3,Food,Spiritual,Mid-range,Peak,Tier-1,False,Bus,False,False,38.5,21.8,17.2,7.7,7.2,7.6
T07456,Agra,9,26298,7,Adventure,Beach,Budget,Moderate,Tier-2,False,Flight,False,False,22.8,21.4,32.1,7.7,7.2,8.8
T07457,Varanasi,15,5000,2,Food,Beach,Luxury,Peak,Tier-2,True,Flight,False,False,38.0,23.1,16.8,7.9,7.0,7.2
T07458,Pune,17,36221,4,Beach,Heritage,Mid-range,Peak,Tier-2,False,Flight,False,False,34.8,20.3,21.5,8.9,7.9,6.6
T07459,Lucknow,23,28987,1,Food,Cultural,Budget,Peak,Tier-2,True,Flight,False,False,30.4,24.0,22.3,8.2,8.0,7.1
T07460,Varanasi,19,19525,10,Cultural,Adventure,Mid-range,Moderate,Tier-2,True,Own-vehicle,False,False,28.2,22.2,24.4,10.2,8.6,6.4
T07461,Udaipur,28,6036,3,Beach,Food,Mid-range,Peak,Tier-2,False,Train,False,False,35.2,21.3,19.8,8.1,7.4,8.2
T07462,Delhi,14,17822,3,Cultural,Adventure,Mid-range,Peak,Tier-1,False,Train,False,False,39.9,18.5,19.6,7.5,7.1,7.4
T07463,Northeast India,16,20715,4,Cultural,Adventure,Budget,Peak,Tier-3,False,Train,True,False,28.6,20.3,27.7,8.2,7.9,7.3
T07464,Northeast India,7,24607,7,Adventure,Cultural,Mid-range,Off-season,Tier-3,True,Flight,True,False,21.7,22.1,28.7,9.7,8.9,8.9
T07465,Bangalore,7,20597,8,Beach,Food,Mid-range,Peak,Tier-1,False,Flight,True,True,37.6,20.0,19.3,8.5,7.7,6.9
T07466,Udaipur,26,23667,10,Spiritual,Cultural,Budget,Moderate,Tier-2,False,Flight,False,False,23.1,19.8,31.1,9.8,7.8,8.4
T07467,Bangalore,2,25378,6,Spiritual,Adventure,Budget,Moderate,Tier-1,False,Train,False,False,28.3,18.4,28.5,8.3,8.1,8.4
T07468,Lucknow,16,32213,10,Beach,Spiritual,Mid-range,Peak,Tier-2,True,Train,False,False,34.0,19.5,21.1,9.6,7.9,7.9
T07469,Mumbai,16,29806,9,Adventure,Heritage,Mid-range,Peak,Tier-1,True,Own-vehicle,False,False,36.9,19.2,20.6,8.9,7.1,7.3
T07470,Rajasthan (non-GT),19,29697,7,Adventure,Food,Mid-range,Off-season,Tier-3,False,Train,True,False,21.6,26.3,27.3,9.5,8.0,7.3
T07471,Hyderabad,14,9688,1,Heritage,Spiritual,Mid-range,Moderate,Tier-2,True,Train,False,False,31.0,20.8,22.1,8.8,8.3,9.0
T07472,Delhi,27,25649,7,Adventure,Spiritual,Budget,Off-season,Tier-1,True,Train,False,False,26.5,19.6,30.0,8.7,7.6,7.6
T07473,Lucknow,13,9306,5,Beach,Adventure,Mid-range,Moderate,Tier-2,True,Own-vehicle,False,False,27.9,21.1,25.2,9.5,8.5,7.8
T07474,Delhi,16,38780,3,Food,Heritage,Mid-range,Peak,Tier-1,False,Train,True,False,38.0,22.0,17.9,7.7,7.4,7.0
T07475,Rajasthan (non-GT),2,14469,5,Food,Beach,Luxury,Peak,Tier-3,True,Flight,False,False,36.1,22.6,17.8,7.6,7.4,8.5
T07476,Jaipur,4,74547,6,Food,Spiritual,Mid-range,Peak,Tier-1,False,Train,False,False,37.4,22.0,17.4,8.8,7.3,7.1
T07477,Rishikesh,8,26309,6,Food,Heritage,Mid-range,Moderate,Tier-3,True,Own-vehicle,False,False,24.6,27.4,22.4,10.3,8.6,6.7
T07478,Pune,19,19328,5,Beach,Adventure,Mid-range,Moderate,Tier-2,False,Own-vehicle,False,False,28.4,20.8,23.4,10.3,8.7,8.4
T07479,Delhi,16,21719,7,Beach,Cultural,Mid-range,Off-season,Tier-1,False,Train,False,False,30.8,20.0,23.6,9.5,8.2,7.9
T07480,Bangalore,28,11680,3,Heritage,Beach,Budget,Off-season,Tier-1,False,Flight,False,False,27.9,20.1,28.2,7.8,7.7,8.3
T07481,Udaipur,30,31085,9,Heritage,Cultural,Budget,Off-season,Tier-2,False,Flight,False,False,20.7,21.4,33.5,9.1,7.9,7.4
T07482,Varanasi,19,22887,4,Spiritual,Heritage,Luxury,Moderate,Tier-2,True,Train,False,False,36.8,18.8,18.4,9.4,8.2,8.4
T07483,Mumbai,9,14650,9,Adventure,Food,Budget,Peak,Tier-1,False,Flight,False,False,33.7,20.7,23.8,7.5,7.4,6.9
T07484,Varanasi,30,16860,2,Food,Heritage,Luxury,Off-season,Tier-2,False,Bus,False,False,32.1,25.5,18.4,8.2,7.7,8.1
T07485,Lucknow,12,46279,9,Adventure,Beach,Mid-range,Peak,Tier-2,False,Flight,False,False,34.1,18.6,23.1,9.3,7.6,7.3
T07486,Varanasi,16,20804,2,Food,Spiritual,Luxury,Off-season,Tier-2,False,Own-vehicle,False,False,32.7,23.9,18.0,8.7,8.1,8.6
T07487,Rajasthan (non-GT),25,25496,9,Adventure,Spiritual,Budget,Peak,Tier-3,True,Train,False,False,26.6,19.5,29.7,9.1,7.8,7.3
T07488,Himachal Pradesh,9,8940,5,Cultural,Food,Mid-range,Peak,Tier-3,False,Train,False,False,31.4,23.0,20.4,9.6,8.2,7.4
T07489,Northeast India,2,9070,3,Beach,Food,Luxury,Off-season,Tier-3,False,Bus,True,False,29.6,23.3,22.4,8.9,8.1,7.7
T07490,Northeast India,28,34816,3,Spiritual,Beach,Luxury,Moderate,Tier-3,False,Train,False,False,34.7,19.0,19.7,9.0,9.5,8.1
T07491,Delhi,24,22758,4,Spiritual,Heritage,Alternative,Moderate,Tier-1,False,Train,False,False,34.3,18.2,22.0,8.7,8.9,7.9
T07492,Jaipur,28,17251,4,Cultural,Adventure,Mid-range,Off-season,Tier-1,True,Train,False,True,32.9,20.0,22.5,9.1,8.4,7.1
T07493,Rishikesh,10,23635,5,Heritage,Adventure,Budget,Off-season,Tier-3,True,Train,False,False,20.7,21.9,34.0,9.1,7.5,6.8
T07494,Udaipur,12,23367,5,Cultural,Food,Alternative,Moderate,Tier-2,False,Flight,False,False,24.8,24.9,22.7,9.6,9.8,8.2
T07495,Rishikesh,21,9070,6,Spiritual,Heritage,Mid-range,Peak,Tier-3,False,Train,True,False,33.3,19.4,21.4,10.5,7.9,7.5
T07496,Delhi,9,31960,8,Cultural,Spiritual,Budget,Moderate,Tier-1,True,Own-vehicle,False,False,28.9,19.3,29.1,7.9,7.9,6.9
T07497,Udaipur,19,35898,4,Adventure,Cultural,Luxury,Moderate,Tier-2,True,Flight,False,False,35.6,20.3,20.8,8.3,7.5,7.5
T07498,Northeast India,4,65055,6,Cultural,Spiritual,Budget,Moderate,Tier-3,False,Flight,False,False,20.6,20.6,33.5,9.4,7.8,8.1
T07499,Hyderabad,21,24263,2,Spiritual,Beach,Mid-range,Off-season,Tier-2,False,Train,False,False,28.4,20.4,24.2,9.8,8.6,8.6
T07500,Agra,20,28723,8,Spiritual,Adventure,Budget,Peak,Tier-2,False,Flight,False,False,29.8,19.1,26.8,9.1,8.0,7.2
T07501,Udaipur,5,21825,3,Food,Spiritual,Budget,Moderate,Tier-2,False,Train,False,False,25.2,25.7,24.9,9.0,8.4,6.8
T07502,Lucknow,11,30115,5,Heritage,Adventure,Luxury,Peak,Tier-2,True,Train,True,False,37.9,19.4,19.0,8.5,7.7,7.5
T07503,Lucknow,16,11685,4,Adventure,Spiritual,Budget,Peak,Tier-2,True,Train,False,False,30.0,19.7,28.0,8.8,7.9,5.6
T07504,Rajasthan (non-GT),2,5000,2,Food,Adventure,Mid-range,Peak,Tier-3,False,Train,False,False,32.9,23.9,20.4,7.6,7.7,7.5
T07505,Agra,22,7623,5,Cultural,Beach,Mid-range,Moderate,Tier-2,False,Bus,False,False,27.2,22.0,23.4,10.2,9.1,8.1
T07506,Agra,20,15579,2,Cultural,Food,Mid-range,Moderate,Tier-2,True,Train,False,False,29.6,24.4,21.0,8.9,8.5,7.6
T07507,Lucknow,22,20262,6,Cultural,Heritage,Budget,Peak,Tier-2,True,Bus,False,False,28.8,19.8,26.7,8.6,7.8,8.3
T07508,Bangalore,15,11966,8,Beach,Adventure,Budget,Peak,Tier-1,False,Flight,False,True,32.4,20.3,25.5,8.3,7.4,6.1
T07509,Agra,5,39721,10,Food,Beach,Luxury,Moderate,Tier-2,True,Train,False,False,32.3,25.2,18.0,8.8,7.9,7.8
T07510,Bangalore,13,7484,3,Food,Spiritual,Budget,Off-season,Tier-1,True,Train,False,False,27.5,23.6,25.2,8.0,7.5,8.2
T07511,Himachal Pradesh,14,14736,6,Adventure,Food,Budget,Off-season,Tier-3,True,Flight,False,False,20.0,23.3,33.5,7.8,7.5,7.9
T07512,Jaipur,23,22954,10,Adventure,Spiritual,Luxury,Moderate,Tier-1,True,Bus,False,False,38.1,18.4,20.1,8.5,8.1,6.8
T07513,Rishikesh,29,69461,5,Cultural,Food,Luxury,Moderate,Tier-3,True,Train,False,False,29.8,23.8,21.9,8.8,7.7,8.0
T07514,Himachal Pradesh,16,13947,5,Food,Heritage,Mid-range,Peak,Tier-3,False,Train,True,False,30.4,25.3,19.6,9.1,8.2,7.4
T07515,Varanasi,11,34899,10,Food,Heritage,Budget,Peak,Tier-2,False,Own-vehicle,True,False,27.7,24.9,23.3,8.5,7.8,7.8
T07516,Goa,24,55301,3,Spiritual,Food,Mid-range,Moderate,Tier-1,True,Flight,False,False,35.2,20.3,19.5,8.6,8.1,8.3
T07517,Delhi,23,13600,1,Food,Cultural,Mid-range,Off-season,Tier-1,True,Flight,False,False,32.5,24.2,20.0,7.6,7.6,8.1
T07518,Pune,11,21116,10,Spiritual,Food,Mid-range,Off-season,Tier-2,False,Train,False,False,24.4,23.7,23.1,10.9,8.8,9.1
T07519,Mumbai,17,43898,9,Heritage,Food,Budget,Peak,Tier-1,True,Flight,False,False,32.6,21.1,23.3,8.3,7.6,7.1
T07520,Udaipur,18,29652,10,Cultural,Food,Mid-range,Off-season,Tier-2,False,Flight,False,True,24.3,24.6,23.6,10.5,9.1,7.9
T07521,Lucknow,8,111191,9,Adventure,Beach,Mid-range,Moderate,Tier-2,True,Train,False,False,27.4,20.9,27.0,9.3,8.3,7.1
T07522,Mumbai,28,18264,6,Cultural,Adventure,Mid-range,Off-season,Tier-1,True,Flight,True,False,30.7,20.5,23.8,9.0,8.0,8.0
T07523,Northeast India,10,67779,3,Beach,Adventure,Budget,Moderate,Tier-3,True,Own-vehicle,True,False,21.7,22.1,32.6,7.8,7.1,8.7
T07524,Rishikesh,5,8362,4,Beach,Adventure,Mid-range,Moderate,Tier-3,True,Train,False,False,26.9,20.4,27.1,9.2,8.4,8.0
T07525,Lucknow,14,8257,3,Adventure,Cultural,Budget,Peak,Tier-2,True,Train,False,False,30.6,19.4,27.3,7.9,7.5,7.3
T07526,Varanasi,3,15946,8,Heritage,Adventure,Mid-range,Peak,Tier-2,False,Train,False,False,34.0,19.6,21.2,9.3,7.6,8.3
T07527,Lucknow,19,12910,10,Adventure,Spiritual,Mid-range,Moderate,Tier-2,False,Flight,False,False,27.3,20.6,25.7,10.3,8.5,7.6
T07528,Hyderabad,8,9183,4,Cultural,Heritage,Budget,Moderate,Tier-2,True,Flight,False,False,24.9,20.8,28.9,9.1,8.3,8.0
T07529,Varanasi,16,49886,9,Adventure,Beach,Luxury,Moderate,Tier-2,False,Train,False,False,33.1,20.0,21.9,9.2,7.8,8.0
T07530,Lucknow,7,15981,10,Cultural,Heritage,Budget,Peak,Tier-2,False,Train,False,False,29.0,20.1,26.6,9.1,7.9,7.3
T07531,Kerala,2,15224,6,Adventure,Food,Mid-range,Off-season,Tier-3,False,Own-vehicle,False,False,21.9,24.1,28.4,9.4,8.1,8.1
T07532,Delhi,16,14414,4,Food,Adventure,Alternative,Peak,Tier-1,True,Train,False,False,35.2,22.3,19.5,7.6,7.6,7.8
T07533,Udaipur,14,5000,2,Heritage,Beach,Mid-range,Peak,Tier-2,False,Train,False,False,36.3,19.1,21.3,7.9,7.4,8.0
T07534,Agra,3,13401,6,Spiritual,Cultural,Luxury,Moderate,Tier-2,False,Train,True,False,36.7,18.4,17.8,10.4,8.4,8.3
T07535,Jaipur,24,9058,5,Food,Adventure,Mid-range,Off-season,Tier-1,True,Flight,False,True,31.4,23.5,19.3,9.4,8.2,8.2
T07536,Northeast India,29,52878,10,Cultural,Heritage,Luxury,Moderate,Tier-3,False,Bus,False,False,32.0,21.0,21.0,9.8,8.1,8.1
T07537,Varanasi,7,6585,3,Adventure,Heritage,Budget,Moderate,Tier-2,True,Flight,False,False,24.8,21.4,31.5,8.1,7.6,6.6
T07538,Agra,5,6994,6,Beach,Cultural,Luxury,Peak,Tier-2,False,Flight,False,False,38.3,18.9,18.3,8.7,8.1,7.7
T07539,Rajasthan (non-GT),5,57638,7,Beach,Food,Budget,Peak,Tier-3,True,Bus,False,False,26.0,23.0,27.9,9.3,7.2,6.6
T07540,Goa,2,45057,2,Food,Heritage,Luxury,Moderate,Tier-1,False,Train,False,False,39.7,21.2,17.0,7.4,7.5,7.2
T07541,Mumbai,21,55948,1,Cultural,Cultural,Mid-range,Off-season,Tier-1,True,Train,False,False,32.1,24.8,20.0,8.3,7.8,7.0
T07542,Pune,10,24362,4,Cultural,Spiritual,Mid-range,Moderate,Tier-2,False,Bus,False,False,30.5,20.6,22.0,10.0,8.7,8.2
T07543,Northeast India,18,10928,7,Spiritual,Food,Mid-range,Peak,Tier-3,False,Bus,False,False,31.2,21.8,19.8,9.8,8.7,8.7
T07544,Goa,24,30973,9,Beach,Food,Budget,Off-season,Tier-1,False,Train,False,False,26.1,23.0,28.2,8.0,7.3,7.4
T07545,Rishikesh,21,41954,7,Beach,Adventure,Budget,Moderate,Tier-3,True,Bus,False,True,20.4,22.2,33.2,8.8,7.9,7.5
T07546,Mumbai,15,13319,2,Spiritual,Heritage,Mid-range,Peak,Tier-2,False,Train,True,False,38.2,18.5,19.2,8.6,7.9,7.6
T07547,Kolkata,4,17236,8,Cultural,Beach,Mid-range,Peak,Tier-2,False,Train,False,False,33.9,20.1,19.8,9.6,8.3,8.3
T07548,Delhi,19,78065,3,Cultural,Heritage,Mid-range,Peak,Tier-1,True,Flight,False,False,40.7,17.9,18.5,7.6,7.3,8.0
T07549,Jaipur,18,48801,8,Heritage,Cultural,Luxury,Moderate,Tier-1,True,Flight,False,True,38.9,18.5,18.2,8.5,8.4,7.5
T07550,Varanasi,6,81016,10,Spiritual,Cultural,Budget,Peak,Tier-2,False,Own-vehicle,False,False,30.1,18.5,27.3,9.3,8.0,6.8
T07551,Northeast India,3,25822,8,Adventure,Cultural,Mid-range,Peak,Tier-3,False,Train,False,False,31.0,20.3,24.3,9.5,7.7,7.2
T07552,Jaipur,15,17281,5,Heritage,Adventure,Mid-range,Off-season,Tier-1,False,Flight,False,True,30.2,19.9,24.6,9.3,8.3,7.7
T07553,Varanasi,10,45438,4,Heritage,Beach,Luxury,Moderate,Tier-2,True,Flight,False,False,34.8,20.2,20.4,8.2,8.5,7.9
T07554,Goa,21,33772,4,Beach,Adventure,Luxury,Peak,Tier-1,True,Flight,False,False,41.7,17.8,19.4,8.0,7.3,5.8
T07555,Rajasthan (non-GT),27,15790,4,Heritage,Spiritual,Mid-range,Peak,Tier-3,True,Flight,False,False,33.6,20.3,21.9,8.8,7.9,7.5
T07556,Kerala,3,65581,5,Heritage,Spiritual,Luxury,Moderate,Tier-3,False,Train,False,False,32.2,20.1,20.6,10.2,9.2,7.7
T07557,Goa,28,16997,6,Heritage,Spiritual,Budget,Peak,Tier-1,True,Own-vehicle,True,False,34.6,18.2,24.5,8.7,7.9,6.1
T07558,Varanasi,5,19998,2,Food,Cultural,Budget,Peak,Tier-2,False,Own-vehicle,True,False,30.0,24.8,22.7,8.1,7.6,6.8
T07559,Udaipur,26,58502,3,Spiritual,Food,Mid-range,Off-season,Tier-2,False,Bus,False,False,27.9,23.3,21.3,9.5,9.4,8.6
T07560,Kerala,11,23626,3,Cultural,Food,Alternative,Moderate,Tier-3,False,Flight,True,False,24.6,24.6,24.5,9.3,8.8,8.2
T07561,Northeast India,3,46576,1,Beach,Cultural,Luxury,Moderate,Tier-3,False,Flight,False,False,32.5,20.2,21.6,9.1,8.1,8.5
T07562,Northeast India,12,31603,8,Food,Adventure,Mid-range,Peak,Tier-3,True,Bus,False,False,30.5,25.0,20.2,9.1,7.7,7.5
T07563,Rajasthan (non-GT),15,30022,1,Heritage,Beach,Budget,Moderate,Tier-3,True,Flight,False,False,21.9,21.8,31.9,8.8,8.2,7.4
T07564,Jaipur,18,26829,4,Cultural,Adventure,Luxury,Peak,Tier-1,True,Flight,True,False,43.6,17.8,17.6,7.5,6.9,6.6
T07565,Mumbai,2,7727,6,Heritage,Spiritual,Mid-range,Peak,Tier-1,False,Own-vehicle,False,False,38.7,18.9,18.7,8.7,7.0,8.0
T07566,Goa,8,42580,10,Food,Spiritual,Budget,Peak,Tier-1,False,Train,False,False,32.7,21.8,21.9,8.8,7.4,7.4
T07567,Goa,10,7356,5,Cultural,Adventure,Mid-range,Off-season,Tier-1,True,Flight,True,False,31.5,20.6,22.9,9.6,8.2,7.2
T07568,Rajasthan (non-GT),2,18527,7,Heritage,Cultural,Budget,Off-season,Tier-3,True,Train,True,False,20.6,21.6,33.5,9.4,7.7,7.2
T07569,Bangalore,21,19215,1,Food,Spiritual,Mid-range,Peak,Tier-1,True,Flight,False,False,40.0,21.2,17.4,7.5,7.4,6.5
