user_trip_id,destination,total_trip_budget_inr,accommodation_budget_inr,trip_duration_days,group_size,primary_interest,travel_season,destination_cost_tier,is_group_trip,accommodation_type
U07032,Udaipur,203607,40721,14,9,Adventure,Peak,Tier-2,True,1
U07033,Varanasi,217241,97758,1,4,Beach,Peak,Tier-2,True,2
U07034,Himachal Pradesh,206324,41265,27,7,Spiritual,Off-season,Tier-3,True,3
U07035,Varanasi,43038,9064,21,5,Heritage,Peak,Tier-2,True,0
U07036,Mumbai,199878,54028,19,2,Cultural,Peak,Tier-1,False,0
U07037,Northeast India,119874,23975,7,4,Beach,Peak,Tier-3,True,0
U07038,Udaipur,283132,56626,7,2,Food,Off-season,Tier-2,False,1
U07039,Delhi,254534,78574,21,10,Food,Peak,Tier-1,True,1
U07040,Northeast India,147636,49343,4,7,Heritage,Peak,Tier-3,True,2
U07041,Jaipur,24292,6737,25,8,Beach,Off-season,Tier-1,True,1
U07042,Goa,202652,45439,19,6,Adventure,Moderate,Tier-1,True,0
U07043,Varanasi,205921,69582,7,7,Beach,Moderate,Tier-2,True,1
U07044,Bangalore,183877,49643,14,8,Cultural,Off-season,Tier-1,True,1
U07045,Hyderabad,118408,27577,11,2,Beach,Peak,Tier-2,False,0
U07046,Varanasi,151309,45913,22,10,Adventure,Moderate,Tier-2,True,3
U07047,Udaipur,267329,67961,26,9,Cultural,Peak,Tier-2,True,0
U07048,Delhi,351287,70257,11,7,Spiritual,Off-season,Tier-1,True,1
U07049,Pune,173013,45739,2,10,Spiritual,Peak,Tier-2,True,2
U07050,Rishikesh,255796,51159,18,9,Adventure,Peak,Tier-3,True,1
U07051,Himachal Pradesh,223351,92127,25,9,Heritage,Moderate,Tier-3,True,1
U07052,Northeast India,345960,116554,16,6,Food,Moderate,Tier-3,True,1
U07053,Northeast India,5000,2000,20,4,Food,Peak,Tier-3,True,1
U07054,Kolkata,340194,108630,1,7,Food,Moderate,Tier-2,True,2
U07055,Udaipur,148579,41648,29,3,Food,Peak,Tier-2,True,1
U07056,Rajasthan (non-GT),97665,36733,23,8,Spiritual,Moderate,Tier-3,True,1
U07057,Bangalore,167092,42410,13,4,Adventure,Peak,Tier-1,True,0
U07058,Goa,210981,51853,21,5,Spiritual,Peak,Tier-1,True,1
U07059,Hyderabad,296034,92166,25,3,Beach,Moderate,Tier-2,True,0
U07060,Varanasi,184666,48018,27,3,Heritage,Peak,Tier-2,True,1
U07061,Agra,198683,41295,18,10,Food,Moderate,Tier-2,True,0
U07062,Lucknow,241386,97504,6,6,Spiritual,Peak,Tier-2,True,2
U07063,Agra,374995,107874,2,6,Food,Moderate,Tier-2,True,2
U07064,Rishikesh,174499,77624,30,4,Food,Peak,Tier-3,True,0
U07065,Rajasthan (non-GT),153041,38253,20,9,Heritage,Off-season,Tier-3,True,0
U07066,Varanasi,174132,58900,24,1,Heritage,Peak,Tier-2,False,0
U07067,Mumbai,141478,56938,16,5,Food,Moderate,Tier-1,True,0
U07068,Varanasi,20306,5723,28,1,Food,Peak,Tier-2,False,0
U07069,Hyderabad,98965,19793,25,1,Cultural,Moderate,Tier-2,False,0
U07070,Agra,293282,114699,15,5,Heritage,Peak,Tier-2,True,1
U07071,Rajasthan (non-GT),234415,92087,1,1,Adventure,Off-season,Tier-3,False,0
U07072,Pune,111915,36837,19,10,Spiritual,Peak,Tier-2,True,1
U07073,Udaipur,165358,33072,15,6,Food,Moderate,Tier-2,True,1
U07074,Hyderabad,322302,74571,11,8,Cultural,Moderate,Tier-2,True,1
U07075,Hyderabad,156566,37425,3,7,Cultural,Peak,Tier-2,True,2
U07076,Delhi,227714,86844,11,3,Food,Peak,Tier-1,True,1
U07077,Delhi,298778,93262,3,3,Spiritual,Peak,Tier-1,True,2
U07078,Kolkata,166603,56836,22,7,Beach,Peak,Tier-2,True,0
U07079,Kolkata,140185,28037,22,3,Spiritual,Moderate,Tier-2,True,1
U07080,Hyderabad,69118,23972,15,3,Food,Peak,Tier-2,True,1
U07081,Bangalore,221899,44380,28,6,Adventure,Peak,Tier-1,True,1
U07082,Bangalore,286891,103610,22,9,Adventure,Off-season,Tier-1,True,0
U07083,Rajasthan (non-GT),188048,48465,18,9,Food,Off-season,Tier-3,True,0
U07084,Mumbai,252394,50479,26,9,Food,Moderate,Tier-1,True,1
U07085,Varanasi,221738,83457,1,1,Cultural,Peak,Tier-2,False,2
U07086,Kerala,256221,56717,9,1,Adventure,Peak,Tier-3,False,3
U07087,Agra,136187,27237,7,6,Spiritual,Peak,Tier-2,True,0
U07088,Rajasthan (non-GT),210555,77413,19,10,Food,Moderate,Tier-3,True,0
U07089,Lucknow,122649,53639,2,8,Cultural,Off-season,Tier-2,True,2
U07090,Agra,212800,79326,30,9,Food,Peak,Tier-2,True,0
U07091,Rishikesh,294547,108557,6,5,Beach,Peak,Tier-2,True,2
U07092,Pune,93166,30195,4,4,Heritage,Peak,Tier-2,True,1
U07093,Delhi,250652,79540,22,4,Cultural,Off-season,Tier-1,True,0
U07094,Varanasi,217096,43419,5,10,Food,Peak,Tier-2,True,1
U07095,Rajasthan (non-GT),135416,27083,1,3,Heritage,Peak,Tier-3,True,2
U07096,Agra,83842,32890,28,6,Adventure,Peak,Tier-2,True,0
U07097,Northeast India,222292,74296,20,4,Spiritual,Moderate,Tier-3,True,3
U07098,Northeast India,5000,2000,13,1,Heritage,Off-season,Tier-3,False,0
U07099,Udaipur,129434,43113,14,6,Heritage,Moderate,Tier-2,True,1
U07100,Goa,152080,30416,2,3,Beach,Moderate,Tier-1,True,2
U07101,Jaipur,312730,74795,13,10,Heritage,Peak,Tier-1,True,1
U07102,Agra,197763,60692,6,10,Food,Peak,Tier-2,True,2
U07103,Goa,134408,33479,29,3,Beach,Off-season,Tier-1,True,0
U07104,Hyderabad,149251,43116,6,4,Heritage,Moderate,Tier-2,True,1
U07105,Northeast India,5000,2000,19,1,Beach,Peak,Tier-3,False,1
U07106,Delhi,259889,102385,24,4,Cultural,Moderate,Tier-1,True,0
U07107,Kerala,226590,69757,18,6,Heritage,Off-season,Tier-3,True,0
U07108,Mumbai,263030,94344,16,4,Adventure,Peak,Tier-1,True,2
U07109,Bangalore,236520,95749,12,2,Heritage,Peak,Tier-1,False,1
U07110,Rishikesh,217874,84311,13,3,Spiritual,Peak,Tier-3,True,3
U07111,Lucknow,76963,31031,4,8,Spiritual,Off-season,Tier-2,True,1
U07112,Goa,220704,66295,2,4,Food,Peak,Tier-1,True,2
U07113,Varanasi,53592,12864,25,8,Heritage,Off-season,Tier-2,True,0
U07114,Hyderabad,143446,34528,21,7,Beach,Moderate,Tier-2,True,1
U07115,Himachal Pradesh,193064,50438,27,3,Spiritual,Moderate,Tier-3,True,3
U07116,Pune,182207,50294,3,5,Cultural,Off-season,Tier-2,True,2
U07117,Delhi,122550,35367,21,2,Cultural,Peak,Tier-1,False,0
U07118,Rajasthan (non-GT),141307,30519,3,8,Heritage,Peak,Tier-3,True,1
U07119,Hyderabad,165994,50983,1,1,Adventure,Peak,Tier-2,False,2
U07120,Kerala,206030,72786,13,9,Spiritual,Peak,Tier-3,True,3
U07121,Mumbai,290972,62339,25,8,Spiritual,Off-season,Tier-1,True,0
U07122,Kerala,188554,56273,20,2,Cultural,Peak,Tier-3,False,0
U07123,Kerala,345585,122917,10,1,Adventure,Peak,Tier-3,False,3
U07124,Kolkata,352012,82411,10,9,Cultural,Moderate,Tier-2,True,1
U07125,Rishikesh,91808,33828,24,9,Cultural,Off-season,Tier-3,True,0
U07126,Delhi,345752,111576,3,5,Food,Peak,Tier-1,True,2
U07127,Udaipur,5000,2000,8,10,Adventure,Moderate,Tier-2,True,0
U07128,Kolkata,246392,65167,10,2,Heritage,Moderate,Tier-2,False,1
U07129,Bangalore,165668,46515,20,10,Food,Peak,Tier-1,True,1
U07130,Varanasi,305422,89239,20,3,Spiritual,Off-season,Tier-2,True,3
U07131,Himachal Pradesh,211751,75200,25,9,Heritage,Off-season,Tier-3,True,1
U07132,Rajasthan (non-GT),106387,36837,13,3,Spiritual,Peak,Tier-3,True,1
U07133,Hyderabad,197955,39591,28,5,Beach,Peak,Tier-2,True,1
U07134,Bangalore,290361,67744,16,3,Adventure,Moderate,Tier-1,True,1
U07135,Lucknow,197548,42080,5,2,Adventure,Moderate,Tier-2,False,1
U07136,Udaipur,64740,19443,8,3,Beach,Moderate,Tier-2,True,0
U07137,Delhi,69360,20911,11,8,Beach,Peak,Tier-1,True,1
U07138,Rajasthan (non-GT),259690,79710,9,8,Beach,Peak,Tier-3,True,1
U07139,Lucknow,87556,29007,15,3,Cultural,Moderate,Tier-2,True,0
U07140,Kerala,134327,45405,18,1,Beach,Moderate,Tier-3,False,0
U07141,Goa,37123,7425,15,3,Adventure,Moderate,Tier-1,True,1
U07142,Pune,5000,2000,15,7,Spiritual,Peak,Tier-2,True,0
U07143,Agra,84057,28139,23,5,Heritage,Moderate,Tier-2,True,0
U07144,Mumbai,204999,79432,28,8,Cultural,Moderate,Tier-1,True,1
U07145,Varanasi,14333,4502,16,9,Food,Peak,Tier-2,True,1
U07146,Delhi,163046,32609,26,9,Cultural,Moderate,Tier-1,True,1
U07147,Rajasthan (non-GT),99235,26802,6,2,Beach,Off-season,Tier-3,False,0
U07148,Mumbai,179726,64949,28,6,Beach,Peak,Tier-1,True,1
U07149,Mumbai,136849,33924,7,3,Beach,Moderate,Tier-1,True,1
U07150,Hyderabad,206359,58561,13,4,Beach,Peak,Tier-2,True,0
U07151,Agra,158082,31922,23,5,Beach,Moderate,Tier-2,True,1
U07152,Jaipur,299946,77694,17,10,Cultural,Moderate,Tier-1,True,1
U07153,Lucknow,10831,2166,4,10,Heritage,Peak,Tier-2,True,1
U07154,Rajasthan (non-GT),245715,69673,12,10,Spiritual,Moderate,Tier-3,True,1
U07155,Delhi,101468,22939,23,2,Food,Moderate,Tier-1,False,0
U07156,Northeast India,164005,42841,27,8,Food,Peak,Tier-3,True,0
U07157,Northeast India,214820,57529,19,4,Heritage,Off-season,Tier-3,True,0
U07158,Goa,127081,39890,11,8,Cultural,Peak,Tier-1,True,0
U07159,Udaipur,223942,67246,3,10,Spiritual,Moderate,Tier-2,True,2
U07160,Jaipur,319689,87901,9,5,Adventure,Moderate,Tier-1,True,1
U07161,Kolkata,134833,49891,5,1,Spiritual,Peak,Tier-2,False,1
U07162,Goa,124950,32929,22,4,Adventure,Peak,Tier-1,True,0
U07163,Himachal Pradesh,342671,154202,8,5,Cultural,Moderate,Tier-3,True,2
U07164,Varanasi,238444,95158,10,10,Spiritual,Off-season,Tier-2,True,3
U07165,Rishikesh,153645,39369,7,3,Food,Peak,Tier-3,True,1
U07166,Jaipur,278860,82215,15,4,Cultural,Moderate,Tier-1,True,1
U07167,Kolkata,72824,14778,1,5,Heritage,Moderate,Tier-2,True,2
U07168,Agra,63461,21820,8,9,Food,Off-season,Tier-2,True,0
U07169,Varanasi,201601,74421,16,1,Heritage,Moderate,Tier-2,False,0
U07170,Mumbai,161256,53351,22,7,Heritage,Off-season,Tier-1,True,0
U07171,Lucknow,187556,60427,20,1,Adventure,Moderate,Tier-2,False,0
U07172,Udaipur,59688,19347,19,7,Cultural,Peak,Tier-2,True,1
U07173,Varanasi,153806,52494,26,4,Heritage,Moderate,Tier-2,True,1
U07174,Rajasthan (non-GT),207942,65487,17,7,Cultural,Moderate,Tier-3,True,1
U07175,Jaipur,250193,79437,9,6,Spiritual,Peak,Tier-1,True,2
U07176,Hyderabad,100164,27249,13,9,Food,Moderate,Tier-2,True,0
U07177,Varanasi,136132,51208,8,5,Adventure,Moderate,Tier-2,True,3
U07178,Rishikesh,187351,66392,25,8,Food,Peak,Tier-3,True,0
U07179,Lucknow,16115,3516,13,6,Food,Peak,Tier-2,True,1
U07180,Hyderabad,242527,52498,11,1,Adventure,Moderate,Tier-2,False,3
U07181,Pune,104915,20983,26,9,Cultural,Peak,Tier-2,True,1
U07182,Kolkata,104067,27991,28,9,Spiritual,Moderate,Tier-2,True,0
U07183,Hyderabad,12549,3529,18,10,Heritage,Peak,Tier-2,True,1
U07184,Kolkata,169890,51349,13,5,Cultural,Moderate,Tier-2,True,0
U07185,Goa,291576,131209,9,4,Heritage,Peak,Tier-1,True,2
U07186,Delhi,143424,39479,11,6,Heritage,Peak,Tier-1,True,0
U07187,Northeast India,138842,42970,22,5,Heritage,Moderate,Tier-3,True,0
U07188,Kolkata,198714,59386,6,4,Adventure,Moderate,Tier-2,True,1
U07189,Mumbai,243410,66491,15,2,Food,Moderate,Tier-1,False,0
U07190,Pune,5000,2000,2,8,Food,Peak,Tier-2,True,1
U07191,Goa,228405,47266,7,5,Beach,Peak,Tier-1,True,1
U07192,Lucknow,270345,54069,16,4,Adventure,Peak,Tier-2,True,1
U07193,Pune,226657,81830,3,3,Beach,Peak,Tier-2,True,2
U07194,Northeast India,206182,87506,4,10,Cultural,Moderate,Tier-3,True,2
U07195,Rishikesh,283338,97211,12,9,Beach,Off-season,Tier-1,True,1
U07196,Varanasi,183637,51935,7,1,Heritage,Off-season,Tier-2,False,1
U07197,Jaipur,173654,65195,3,6,Spiritual,Peak,Tier-1,True,2
U07198,Northeast India,74257,29822,20,6,Heritage,Peak,Tier-3,True,0
U07199,Himachal Pradesh,213814,75201,13,7,Heritage,Peak,Tier-3,True,1
U07200,Agra,142099,28420,23,10,Beach,Peak,Tier-2,True,0
U07201,Himachal Pradesh,97053,19411,6,4,Heritage,Off-season,Tier-3,True,1
U07202,Rajasthan (non-GT),222610,54184,26,8,Heritage,Off-season,Tier-3,True,1
U07203,Goa,204221,72352,23,9,Spiritual,Peak,Tier-1,True,1
U07204,Himachal Pradesh,186150,50250,7,2,Heritage,Off-season,Tier-3,False,1
U07205,Varanasi,191431,66295,11,3,Cultural,Off-season,Tier-2,True,1
U07206,Rajasthan (non-GT),260077,59086,1,3,Cultural,Peak,Tier-3,True,2
U07207,Mumbai,21190,7632,20,2,Spiritual,Moderate,Tier-1,False,0
U07208,Udaipur,153362,51048,16,6,Food,Moderate,Tier-2,True,0
U07209,Bangalore,297932,88973,17,8,Beach,Off-season,Tier-1,True,1
U07210,Agra,126667,36246,24,9,Spiritual,Moderate,Tier-2,True,1
U07211,Udaipur,311669,115807,24,8,Food,Moderate,Tier-2,True,1
U07212,Mumbai,36612,12863,29,6,Heritage,Peak,Tier-1,True,0
U07213,Goa,152320,30464,11,7,Heritage,Peak,Tier-1,True,1
U07214,Goa,223403,50581,4,4,Food,Off-season,Tier-1,True,2
U07215,Rajasthan (non-GT),252128,88896,22,3,Food,Peak,Tier-3,True,1
U07216,Goa,153371,30674,30,10,Beach,Off-season,Tier-1,True,0
U07217,Jaipur,134754,32568,20,5,Beach,Peak,Tier-1,True,0
U07218,Goa,247422,50404,10,2,Adventure,Moderate,Tier-1,False,1
U07219,Rishikesh,78405,18339,16,9,Cultural,Off-season,Tier-3,True,1
U07220,Hyderabad,91689,29781,30,3,Spiritual,Peak,Tier-2,True,0
U07221,Goa,75236,20495,15,5,Heritage,Peak,Tier-1,True,0
U07222,Goa,133880,51971,24,10,Beach,Off-season,Tier-1,True,1
U07223,Northeast India,102053,20411,29,9,Cultural,Peak,Tier-3,True,1
U07224,Hyderabad,80505,36227,26,7,Food,Moderate,Tier-2,True,0
U07225,Pune,91397,38155,22,10,Beach,Peak,Tier-2,True,0
U07226,Hyderabad,109840,32028,22,1,Cultural,Moderate,Tier-2,False,0
U07227,Kolkata,276068,55214,21,10,Spiritual,Moderate,Tier-2,True,0
U07228,Jaipur,100243,35847,17,9,Adventure,Moderate,Tier-1,True,0
U07229,Northeast India,196164,88274,28,8,Spiritual,Peak,Tier-3,True,3
U07230,Hyderabad,274586,65844,25,1,Cultural,Peak,Tier-2,False,0
U07231,Mumbai,223438,76721,10,5,Food,Off-season,Tier-1,True,1
U07232,Hyderabad,136484,44249,22,9,Cultural,Peak,Tier-2,True,0
U07233,Agra,207534,50927,25,2,Beach,Off-season,Tier-2,False,0
U07234,Rajasthan (non-GT),50072,22532,30,3,Spiritual,Moderate,Tier-3,True,0
U07235,Udaipur,11565,3405,4,5,Beach,Moderate,Tier-2,True,0
U07236,Kolkata,219415,74066,1,4,Beach,Peak,Tier-2,True,2
U07237,Rajasthan (non-GT),363040,117366,24,6,Beach,Moderate,Tier-3,True,1
U07238,Rajasthan (non-GT),14649,3199,28,2,Heritage,Off-season,Tier-3,False,0
U07239,Jaipur,224145,77134,7,9,Beach,Peak,Tier-1,True,1
U07240,Rajasthan (non-GT),240260,57096,4,6,Food,Moderate,Tier-3,True,2
U07241,Udaipur,109939,41735,20,6,Food,Moderate,Tier-2,True,1
U07242,Hyderabad,220573,44115,21,4,Heritage,Off-season,Tier-2,True,1
U07243,Bangalore,253309,79225,6,3,Beach,Peak,Tier-1,True,2
U07244,Hyderabad,246843,75801,18,1,Food,Off-season,Tier-2,False,0
U07245,Rishikesh,116443,29776,15,2,Beach,Peak,Tier-3,False,0
U07246,Kolkata,184167,36833,27,4,Beach,Off-season,Tier-2,True,1
U07247,Kolkata,310057,88982,13,8,Adventure,Peak,Tier-2,True,1
U07248,Pune,175874,62273,12,3,Beach,Peak,Tier-2,True,2
U07249,Kolkata,110785,31582,29,2,Adventure,Moderate,Tier-2,False,0
U07250,Agra,52718,17268,30,3,Heritage,Off-season,Tier-2,True,0
U07251,Kerala,243316,97519,9,4,Adventure,Moderate,Tier-3,True,3
U07252,Himachal Pradesh,213563,53834,28,7,Food,Moderate,Tier-3,True,1
U07253,Delhi,186970,52167,6,9,Cultural,Moderate,Tier-1,True,1
U07254,Jaipur,169700,50338,4,2,Cultural,Moderate,Tier-1,False,1
U07255,Hyderabad,194701,57640,5,7,Cultural,Peak,Tier-2,True,1
U07256,Udaipur,231449,46290,5,5,Food,Moderate,Tier-2,True,1
U07257,Rishikesh,254944,69857,1,10,Heritage,Peak,Tier-3,True,2
U07258,Kolkata,220475,68609,30,4,Cultural,Off-season,Tier-2,True,1
U07259,Kerala,323824,124978,26,3,Beach,Peak,Tier-3,True,1
U07260,Hyderabad,163312,32662,30,8,Beach,Moderate,Tier-2,True,0
U07261,Goa,47823,9565,28,8,Heritage,Moderate,Tier-1,True,1
U07262,Varanasi,284353,66781,9,5,Adventure,Moderate,Tier-2,True,3
U07263,Goa,241985,75602,4,9,Adventure,Peak,Tier-1,True,2
U07264,Himachal Pradesh,143169,38906,30,7,Heritage,Moderate,Tier-3,True,1
U07265,Pune,268834,69031,1,1,Cultural,Off-season,Tier-2,False,2
U07266,Agra,183832,74747,9,1,Beach,Peak,Tier-2,False,1
U07267,Bangalore,98775,27800,5,5,Spiritual,Moderate,Tier-1,True,1
U07268,Varanasi,153335,38927,20,1,Beach,Peak,Tier-2,False,0
U07269,Jaipur,152958,36432,6,8,Spiritual,Peak,Tier-1,True,1
U07270,Mumbai,65678,19246,26,9,Heritage,Moderate,Tier-1,True,1
U07271,Bangalore,128017,32621,29,2,Spiritual,Off-season,Tier-1,False,0
U07272,Hyderabad,206850,66697,27,2,Heritage,Peak,Tier-2,False,0
U07273,Delhi,283405,76071,10,3,Adventure,Off-season,Tier-1,True,1
U07274,Hyderabad,101061,32199,14,6,Heritage,Peak,Tier-2,True,1
U07275,Kerala,125052,56273,2,10,Food,Peak,Tier-3,True,2
U07276,Goa,253520,93096,25,6,Heritage,Off-season,Tier-1,True,1
U07277,Hyderabad,181324,81596,11,5,Food,Moderate,Tier-2,True,1
U07278,Hyderabad,139613,34180,28,2,Heritage,Off-season,Tier-2,False,0
U07279,Udaipur,313160,90572,30,4,Heritage,Peak,Tier-2,True,1
U07280,Himachal Pradesh,235065,61197,19,8,Heritage,Peak,Tier-3,True,1
U07281,Pune,5000,2000,10,7,Heritage,Off-season,Tier-2,True,0
U07282,Lucknow,152471,47910,2,9,Food,Peak,Tier-2,True,2
U07283,Kerala,124088,24837,28,7,Cultural,Off-season,Tier-3,True,0
U07284,Rajasthan (non-GT),173121,61618,5,1,Spiritual,Peak,Tier-3,False,2
U07285,Jaipur,220659,50695,6,9,Food,Peak,Tier-1,True,1
U07286,Lucknow,240719,86744,10,2,Cultural,Moderate,Tier-2,False,1
U07287,Hyderabad,331409,75753,18,9,Cultural,Moderate,Tier-2,True,1
U07288,Mumbai,113840,34810,27,2,Food,Moderate,Tier-1,False,0
U07289,Jaipur,259035,115632,23,9,Heritage,Moderate,Tier-1,True,0
U07290,Goa,251512,86724,15,2,Cultural,Peak,Tier-1,False,1
U07291,Himachal Pradesh,138977,38777,3,7,Food,Moderate,Tier-3,True,2
U07292,Rajasthan (non-GT),194014,64751,18,10,Spiritual,Moderate,Tier-3,True,0
U07293,Lucknow,384037,150008,26,1,Adventure,Moderate,Tier-2,False,1
U07294,Northeast India,26620,6997,10,5,Beach,Peak,Tier-3,True,1
U07295,Mumbai,204670,47829,6,9,Food,Peak,Tier-1,True,1
U07296,Bangalore,167985,33597,13,3,Food,Peak,Tier-1,True,0
U07297,Rishikesh,177082,49525,30,9,Food,Moderate,Tier-3,True,0
U07298,Delhi,173010,34602,5,10,Heritage,Peak,Tier-1,True,1
U07299,Himachal Pradesh,99981,38312,25,4,Adventure,Peak,Tier-3,True,3
U07300,Rishikesh,256885,70366,11,3,Heritage,Peak,Tier-3,True,1
U07301,Agra,246686,93729,20,5,Adventure,Moderate,Tier-2,True,1
U07302,Mumbai,81493,21440,6,5,Food,Off-season,Tier-1,True,0
U07303,Rajasthan (non-GT),381269,87633,23,6,Heritage,Off-season,Tier-3,True,0
U07304,Varanasi,224276,77915,22,5,Cultural,Moderate,Tier-2,True,1
U07305,Bangalore,250658,86187,3,7,Adventure,Peak,Tier-1,True,2
U07306,Agra,161432,32286,27,4,Beach,Moderate,Tier-2,True,0
U07307,Kolkata,186230,37246,1,1,Beach,Moderate,Tier-2,False,2
U07308,Jaipur,207766,62712,30,6,Heritage,Peak,Tier-1,True,0
U07309,Jaipur,124134,24827,4,1,Spiritual,Off-season,Tier-1,False,1
U07310,Lucknow,189182,82107,6,10,Cultural,Off-season,Tier-2,True,2
U07311,Jaipur,76318,16318,23,6,Cultural,Moderate,Tier-1,True,0
U07312,Northeast India,300889,60178,4,9,Heritage,Moderate,Tier-3,True,2
U07313,Kerala,170627,69821,29,7,Heritage,Moderate,Tier-3,True,1
U07314,Hyderabad,187999,55177,7,1,Heritage,Peak,Tier-2,False,1
U07315,Delhi,169593,58311,11,9,Adventure,Moderate,Tier-1,True,1
U07316,Pune,233699,69750,6,6,Food,Off-season,Tier-2,True,2
U07317,Northeast India,230256,82327,23,9,Adventure,Peak,Tier-3,True,3
U07318,Jaipur,97757,25822,26,4,Cultural,Peak,Tier-1,True,1
U07319,Pune,165647,52253,12,1,Beach,Moderate,Tier-2,False,0
U07320,Mumbai,5000,2000,24,9,Food,Peak,Tier-1,True,1
U07321,Kerala,149579,45644,9,9,Spiritual,Peak,Tier-3,True,1
U07322,Himachal Pradesh,426993,192147,3,10,Cultural,Moderate,Tier-3,True,2
U07323,Mumbai,157165,62170,7,6,Heritage,Peak,Tier-1,True,1
U07324,Varanasi,278838,69389,25,4,Adventure,Moderate,Tier-2,True,3
U07325,Lucknow,255464,56460,22,7,Cultural,Moderate,Tier-2,True,1
U07326,Mumbai,115625,31677,2,5,Food,Peak,Tier-1,True,2
U07327,Delhi,88166,17633,8,10,Adventure,Moderate,Tier-1,True,0
U07328,Pune,187093,84192,18,3,Adventure,Peak,Tier-2,True,1
U07329,Kolkata,141830,56175,14,7,Food,Off-season,Tier-2,True,1
U07330,Himachal Pradesh,150595,67768,4,8,Cultural,Off-season,Tier-3,True,2
U07331,Pune,56425,11285,5,6,Spiritual,Moderate,Tier-2,True,0
U07332,Goa,160987,46054,23,10,Heritage,Peak,Tier-1,True,1
U07333,Rajasthan (non-GT),252567,50513,6,8,Food,Peak,Tier-3,True,1
U07334,Hyderabad,240210,82592,18,5,Beach,Moderate,Tier-2,True,1
U07335,Rishikesh,148850,31489,9,2,Food,Moderate,Tier-1,False,0
U07336,Agra,118107,45829,2,10,Heritage,Peak,Tier-2,True,0
U07337,Northeast India,170897,58839,17,5,Spiritual,Peak,Tier-3,True,0
U07338,Himachal Pradesh,129127,45891,11,1,Food,Peak,Tier-3,False,0
U07339,Agra,342104,111028,2,5,Adventure,Peak,Tier-2,True,2
U07340,Udaipur,27558,8068,14,6,Adventure,Peak,Tier-2,True,0
U07341,Bangalore,301326,95684,28,2,Adventure,Peak,Tier-1,False,1
U07342,Udaipur,281423,84583,13,5,Heritage,Peak,Tier-2,True,1
U07343,Jaipur,271919,72418,18,6,Spiritual,Peak,Tier-1,True,1
U07344,Rishikesh,253142,99781,15,8,Heritage,Peak,Tier-3,True,2
U07345,Mumbai,190516,54187,30,3,Spiritual,Peak,Tier-1,True,0
U07346,Rishikesh,291414,72100,22,4,Beach,Peak,Tier-3,True,0
U07347,Bangalore,126549,33691,15,5,Heritage,Peak,Tier-1,True,0
U07348,Himachal Pradesh,168152,59746,17,4,Food,Peak,Tier-3,True,1
U07349,Northeast India,105048,34385,30,4,Heritage,Off-season,Tier-3,True,1
U07350,Northeast India,297311,84670,30,10,Food,Peak,Tier-3,True,1
U07351,Pune,19054,5319,20,10,Beach,Moderate,Tier-2,True,1
U07352,Goa,295157,80796,29,5,Spiritual,Peak,Tier-1,True,0
U07353,Mumbai,326890,128690,27,4,Food,Moderate,Tier-1,True,0
U07354,Udaipur,172821,74941,22,10,Adventure,Peak,Tier-2,True,0
U07355,Goa,142511,39154,18,10,Heritage,Peak,Tier-1,True,0
U07356,Varanasi,127897,35365,17,3,Spiritual,Peak,Tier-2,True,3
U07357,Rajasthan (non-GT),111817,23133,8,5,Food,Moderate,Tier-3,True,1
U07358,Hyderabad,181495,54003,6,2,Adventure,Off-season,Tier-2,False,1
U07359,Kerala,129777,25955,5,6,Food,Off-season,Tier-3,True,1
U07360,Pune,294791,102106,7,9,Adventure,Peak,Tier-2,True,2
U07361,Northeast India,209631,70066,4,7,Food,Moderate,Tier-3,True,2
U07362,Bangalore,142994,42911,24,3,Heritage,Peak,Tier-1,True,1
U07363,Rishikesh,126633,45237,1,9,Food,Moderate,Tier-3,True,2
U07364,Kerala,132521,26504,1,6,Spiritual,Peak,Tier-3,True,3
U07365,Agra,146214,43061,30,2,Heritage,Moderate,Tier-2,False,0
U07366,Varanasi,14168,4096,15,5,Spiritual,Off-season,Tier-2,True,1
U07367,Mumbai,176028,52411,19,2,Beach,Moderate,Tier-1,False,0
U07368,Lucknow,247121,56421,5,3,Cultural,Peak,Tier-2,True,1
U07369,Mumbai,372281,98412,2,3,Beach,Peak,Tier-1,True,2
U07370,Varanasi,203086,47152,28,8,Beach,Peak,Tier-2,True,1
U07371,Mumbai,244191,78448,3,10,Beach,Moderate,Tier-1,True,2
U07372,Rajasthan (non-GT),222210,64650,28,9,Food,Peak,Tier-3,True,0
U07373,Pune,146997,29399,11,10,Beach,Off-season,Tier-2,True,0
U07374,Northeast India,149738,30918,30,5,Food,Moderate,Tier-3,True,1
U07375,Jaipur,192093,55703,29,3,Heritage,Moderate,Tier-1,True,0
U07376,Himachal Pradesh,28961,11821,8,5,Spiritual,Moderate,Tier-3,True,3
U07377,Agra,149861,42925,3,5,Heritage,Moderate,Tier-2,True,2
U07378,Udaipur,102901,33941,10,9,Food,Peak,Tier-2,True,1
U07379,Lucknow,238723,54367,14,7,Food,Off-season,Tier-2,True,0
U07380,Delhi,108143,24231,18,3,Cultural,Moderate,Tier-1,True,0
U07381,Varanasi,359081,89272,14,2,Beach,Peak,Tier-2,False,1
U07382,Lucknow,63071,19650,24,4,Cultural,Peak,Tier-2,True,0
U07383,Lucknow,155777,54679,24,8,Food,Peak,Tier-2,True,1
U07384,Bangalore,309210,98491,19,5,Heritage,Peak,Tier-1,True,0
